tmdb_id,title,release_date,release_year,release_window,genres,genre_bn,budget,revenue,budget_adj,revenue_adj,profit_ratio,outcome_label,budget_tier,prestige_tier,lead_actor,cast_names,cast_ids,runtime,vote_average,vote_count,popularity
22881,The Blind Side,2009-11-20,2009,Holiday,Drama,Drama,29000000,309231694,42559832.167832166,453822379.0,10.66316185670983,Blockbuster,Mid,A-list,Sandra Bullock,Sandra Bullock|Tim McGraw|Quinton Aaron|Jae Head|Lily Collins,18277|74428|112560|66658|112561,129,7.665,6785,11.4973
760161,Orphan: First Kill,2022-07-27,2022,Summer,Horror|Thriller,Horror,10000000,9572765,10756556.354752183,10296999.0,0.9572765353895856,Flop,Low,Emerging,Isabelle Fuhrman,Isabelle Fuhrman|Matthew Finlan|Julia Stiles|Rossif Sutherland|Hiro Kanagawa,77517|2563029|12041|58014|60719,99,6.601,2285,3.7519
14695,Havoc,2005-10-16,2005,Other,Crime|Drama,Horror,9000000,371000,14506728.110599078,598000.0,0.041222251871053,Flop,Low,A-list,Anne Hathaway,Anne Hathaway|Bijou Phillips|Shiri Appleby|Michael Biehn|Joseph Gordon-Levitt,1813|11671|50346|2712|24045,86,5.3,351,2.8168
768362,Missing,2023-01-19,2023,Other,Drama|Mystery|Thriller,Drama,7000000,45100756,7231892.143799515,46594829.0,6.4429651429397365,Blockbuster,Micro,Emerging,Storm Reid,Storm Reid|Joaquim de Almeida|Ken Leung|Amy Landecker|Daniel Henney,1344344|22462|2131|357551|82093,111,7.398,1255,3.7072
22894,Legion,2010-01-21,2010,Other,Action|Fantasy|Horror,Action,26000000,67918658,37527262.72352132,98030820.0,2.612256074263479,Hit,Low,Established,Paul Bettany,Paul Bettany|Dennis Quaid|Lucas Black|Kate Walsh|Tyrese Gibson,6162|6065|155|61114|8169,100,5.893,2832,6.835
22897,It's Complicated,2009-12-23,2009,Holiday,Comedy|Romance,Comedy,85000000,219103655,124744335.66433567,321552234.0,2.5776900593325425,Hit,High,Established,Meryl Streep,Meryl Streep|Alec Baldwin|Steve Martin|John Krasinski|Caitlin FitzGerald,5064|7447|67773|17697|211993,121,6.503,1503,2.8317
227700,Anna,2013-10-13,2013,Other,Thriller|Drama,Action,4357373,1200000,5887054.038231759,1621267.0,0.27539529779600347,Flop,Micro,Emerging,Mark Strong,Mark Strong|Taissa Farmiga|Brian Cox|Saskia Reeves|Richard Dillane,2983|527313|1248|13363|176227,99,6.487,710,2.121
964980,Air,2023-04-05,2023,Spring,Drama|History,Drama,80000000,90100000,82650195.92913732,93084783.0,1.1262499980013247,Break-even,Mid,A-list,Matt Damon,Matt Damon|Jason Bateman|Ben Affleck|Chris Messina|Viola Davis,1892|23532|880|61659|19492,112,7.284,2291,4.678
6519,The Dukes of Hazzard,2005-08-05,2005,Summer,Comedy|Adventure|Action,Comedy,50000000,110803676,80592933.94777265,178599867.0,2.2160735222239167,Break-even,Mid,Rising,Johnny Knoxville,Johnny Knoxville|Seann William Scott|Jessica Simpson|Willie Nelson|Burt Reynolds,9656|57599|52052|8261|16475,104,5.605,1290,4.2292
6521,The Contender,2000-10-13,2000,Other,Drama|Thriller,Drama,20000000,22428990,36561672.473867595,41002069.0,1.121449491384897,Break-even,Low,Emerging,Joan Allen,Joan Allen|Gary Oldman|Jeff Bridges|Christian Slater|Sam Elliott,11148|64|1229|2224|16431,126,6.7,261,1.3558
22907,Takers,2010-08-26,2010,Summer,Action|Crime|Drama|Thriller,Action,32000000,80205382,46187400.27510317,115764940.0,2.506418185705981,Hit,Mid,Emerging,Matt Dillon,Matt Dillon|Paul Walker|Idris Elba|Hayden Christensen|Chris Brown,2876|8167|17605|17244|31136,107,6.236,1366,3.8185
227707,The Adventurer: The Curse of the Midas Box,2013-12-05,2013,Holiday,Fantasy|Adventure|Family,Sci-Fi,25000000,6399,33776394.84978541,8645.0,0.00025594797900862777,Flop,Low,Emerging,Aneurin Barnard,Aneurin Barnard|Michael Sheen|Lena Headey|Sam Neill|Ioan Gruffudd,145143|3968|17286|4783|65524,99,5.7,245,2.1115
522627,The Gentlemen,2020-01-01,2020,Other,Comedy|Crime,Comedy,22000000,115171795,26760092.735703245,140091269.0,5.23508159645092,Blockbuster,Low,Established,Matthew McConaughey,Matthew McConaughey|Charlie Hunnam|Michelle Dockery|Jeremy Strong|Lyne Renee,10297|56365|70904|239271|45753,113,7.663,6522,6.9587
514439,Breakthrough,2019-04-10,2019,Spring,Drama,Drama,14000000,49200000,17235604.223699648,60570838.0,3.514285731666585,Hit,Low,Emerging,Chrissy Metz,Chrissy Metz|Josh Lucas|Topher Grace|Mike Colter|Marcel Ruiz,1655001|6164|17052|450|1720042,116,7.643,1140,4.1078
6538,Charlie Wilson's War,2007-12-19,2007,Holiday,Comedy|Drama|History,Comedy,75000000,119483446,113891461.64978291,181441924.0,1.5931126124093065,Break-even,High,A-list,Tom Hanks,Tom Hanks|Julia Roberts|Philip Seymour Hoffman|Amy Adams|Emily Blunt,31|1204|1233|9273|5081,102,6.538,1627,3.3574
80271,LOL,2012-02-10,2012,Other,Drama|Comedy|Romance,Drama,11000000,10500000,15081689.895470385,14396159.0,0.9545454852724246,Flop,Low,Emerging,Miley Cyrus,Miley Cyrus|Demi Moore|Douglas Booth|Ashley Greene|Ashley Hinshaw,76594|3416|230680|45827|589098,97,6.099,2742,2.5791
14736,Love & Basketball,2000-04-21,2000,Spring,Comedy|Drama|Romance,Comedy,20000000,27728118,36561672.473867595,50689318.0,1.3864058881942591,Break-even,Low,Emerging,Sanaa Lathan,Sanaa Lathan|Omar Epps|Chris Warren|Kyla Pratt|Alfre Woodard,5411|4987|77196|31031|1981,125,7.334,464,1.8604
80274,Ender's Game,2013-10-24,2013,Other,Science Fiction|Action|Adventure,Sci-Fi,110000000,125537191,148616137.3390558,169607749.0,1.1412471891464486,Break-even,High,Rising,Asa Butterfield,Asa Butterfield|Hailee Steinfeld|Harrison Ford|Viola Davis|Ben Kingsley,77996|130640|3|19492|2282,114,6.6,6203,5.2279
416144,Hotel Mumbai,2019-03-14,2019,Spring,Thriller|History|Drama|Action,Action,25000000,16900000,30777864.685177945,20805837.0,0.6760000153623299,Flop,Low,Rising,Dev Patel,Dev Patel|Armie Hammer|Nazanin Boniadi|Tilda Cobham-Hervey|Anupam Kher,76788|53807|142213|1280060|6217,123,7.53,1727,2.7706
1087891,The Amateur,2025-04-09,2025,Spring,Thriller|Action,Action,60000000,96000836,59190723.910999686,94705983.0,1.6000139336427401,Break-even,Mid,Established,Rami Malek,Rami Malek|Holt McCallany|Danny Sapani|Rachel Brosnahan|Michael Stuhlbarg,17838|7497|165424|993774|72873,123,6.953,1554,10.8138
80278,The Impossible,2012-09-09,2012,Other,Drama|Thriller|History,Drama,45000000,198100000,61697822.29965157,271607524.0,4.4022222158971385,Hit,Mid,Established,Naomi Watts,Naomi Watts|Ewan McGregor|Tom Holland|Samuel Joslin|Oaklee Pendergast,3489|3061|1136406|1304662|1207881,113,7.368,6626,5.9515
6557,27 Dresses,2008-01-10,2008,Other,Comedy|Romance,Comedy,30000000,160300000,43863817.9284719,234379000.0,5.343333322744465,Blockbuster,Mid,Rising,Katherine Heigl,Katherine Heigl|James Marsden|Malin Åkerman|Judy Greer|Edward Burns,25541|11006|50463|20750|12833,111,6.45,3383,5.8604
260514,Cars 3,2017-06-15,2017,Summer,Animation|Family|Drama,Comedy,175000000,383925276,224762545.8996328,493097271.0,2.193858718881888,Break-even,Mega,Established,Owen Wilson,Owen Wilson|Cristela Alonzo|Chris Cooper|Nathan Fillion|Larry the Cable Guy,887|1374727|2955|51797|15897,102,6.9,6342,12.4451
22947,Up in the Air,2009-12-04,2009,Holiday,Drama|Romance,Drama,25000000,166842739,36689510.48951049,244855137.0,6.673709562573857,Blockbuster,Low,Established,George Clooney,George Clooney|Vera Farmiga|Anna Kendrick|Sam Elliott|Amy Morton,1461|21657|84223|16431|26930,110,6.892,3955,3.8358
260513,Incredibles 2,2018-06-14,2018,Summer,Action|Adventure|Animation|Family,Action,200000000,1243225667,250733572.28195938,1558592063.0,6.21612833421168,Blockbuster,Mega,Emerging,Craig T. Nelson,Craig T. Nelson|Holly Hunter|Sarah Vowell|Huck Milner|Catherine Keener,8977|18686|59361|1852182|2229,118,7.451,13605,8.998
22949,Old Dogs,2009-11-24,2009,Holiday,Comedy|Family,Comedy,35000000,96753696,51365314.685314685,141993830.0,2.7643913187315867,Hit,Mid,Established,John Travolta,John Travolta|Robin Williams|Kelly Preston|Conner Rayburn|Ella Bleu Travolta,8891|2157|11164|1224835|1547772,88,5.6,779,1.9321
55721,Bridesmaids,2011-05-13,2011,Spring,Comedy|Romance,Comedy,32500000,288383523,45490751.4450867,403654867.0,8.873339177244947,Blockbuster,Mid,Emerging,Kristen Wiig,Kristen Wiig|Maya Rudolph|Rose Byrne|Chris O'Dowd|Melissa McCarthy,41091|52792|9827|40477|55536,125,6.506,4644,7.8093
22954,Invictus,2009-12-11,2009,Holiday,Drama|History,Drama,60000000,122400000,88054825.17482518,179631843.0,2.039999995949758,Break-even,Mid,A-list,Morgan Freeman,Morgan Freeman|Matt Damon|Tony Kgoroge|Patrick Mofokeng|Matt Stern,192|1892|2606|63136|109649,134,7.181,4327,3.4127
72105,Ted,2012-06-29,2012,Summer,Comedy|Fantasy,Comedy,50000000,549368315,68553135.88850175,753218415.0,10.987366299698852,Blockbuster,Mid,A-list,Mark Wahlberg,Mark Wahlberg|Mila Kunis|Seth MacFarlane|Joel McHale|Giovanni Ribisi,13240|18973|52139|74949|1771,107,6.448,13078,11.2948
276907,Legend,2015-09-09,2015,Other,Crime|Thriller,Horror,25000000,42972994,33206329.11392405,57079015.0,1.7189197518392865,Break-even,Low,A-list,Tom Hardy,Tom Hardy|Emily Browning|Christopher Eccleston|David Thewlis|Taron Egerton,2524|70456|2040|11207|1303037,132,7.056,4239,7.7708
6575,Walk Hard: The Dewey Cox Story,2007-12-21,2007,Holiday,Comedy|Music,Comedy,35000000,18317151,53149348.7698987,27815561.0,0.5233471649939281,Flop,Mid,Emerging,John C. Reilly,John C. Reilly|Jenna Fischer|Raymond J. Barry|Kristen Wiig|Tim Meadows,4764|51856|10361|41091|51857,96,6.601,744,2.3607
457136,Mary Queen of Scots,2018-12-07,2018,Holiday,Drama|History,Drama,25000000,46712809,31341696.535244923,58562347.0,1.8685123485304769,Break-even,Low,Established,Saoirse Ronan,Saoirse Ronan|Margot Robbie|Jack Lowden|David Tennant|Guy Pearce,36592|234352|1334638|20049|529,124,6.559,1933,3.5472
72113,Carnage,2011-09-16,2011,Other,Comedy|Drama,Comedy,25000000,30722632,34992885.726989776,43002942.0,1.228905279075973,Break-even,Low,A-list,Jodie Foster,Jodie Foster|Kate Winslet|Christoph Waltz|John C. Reilly|Elvis Polanski,1038|204|27319|4764|1462149,80,7.174,3122,3.1724
956842,Fly Me to the Moon,2024-07-10,2024,Summer,Romance|Comedy,Drama,100000000,42260534,100000000.0,42260534.0,0.42260534,Flop,High,A-list,Scarlett Johansson,Scarlett Johansson|Channing Tatum|Woody Harrelson|Ray Romano|Jim Rash,1245|38673|57755|15757|161932,132,6.803,1126,5.0425
399796,Life of the Party,2018-05-10,2018,Spring,Comedy,Comedy,30000000,61700416,37610035.84229391,77351829.0,2.056680544638432,Break-even,Low,Rising,Melissa McCarthy,Melissa McCarthy|Matt Walsh|Molly Gordon|Gillian Jacobs|Luke Benward,55536|59841|1782117|94098|84482,105,6.096,1049,2.9048
629176,Samaritan,2022-08-25,2022,Summer,Science Fiction|Crime|Action,Sci-Fi,100000000,75000000,107565563.54752183,80674173.0,0.7500000031549003,Flop,High,Emerging,Javon Walton,Javon Walton|Sylvester Stallone|Dascha Polanco|Moisés Arias|Pilou Asbæk,2532098|16483|1026947|57412|90060,102,6.657,2166,3.3619
522681,Escape Room,2019-01-03,2019,Other,Horror|Thriller|Mystery,Horror,9000000,155712077,11080031.28666406,191699409.0,17.301341850065864,Blockbuster,Low,Emerging,Taylor Russell,Taylor Russell|Logan Miller|Jay Ellis|Deborah Ann Woll|Nik Dodani,1353827|116088|151680|212154|1466581,99,6.542,5017,3.3468
22970,The Cabin in the Woods,2012-04-12,2012,Spring,Horror|Mystery|Comedy,Horror,30000000,71038838,41131881.533101045,97398702.0,2.3679612594823314,Break-even,Mid,Emerging,Kristen Connolly,Kristen Connolly|Fran Kranz|Chris Hemsworth|Jesse Williams|Anna Hutchison,210824|51533|74568|210695|486603,95,6.6,8466,7.2321
22971,Dear John,2010-02-04,2010,Other,Drama|Romance|War,Drama,25000000,114977104,36083906.46492435,165952923.0,4.599084169595547,Hit,Low,A-list,Amanda Seyfried,Amanda Seyfried|Channing Tatum|Richard Jenkins|Henry Thomas|D.J. Cotrona,71070|38673|28633|9976|51976,108,6.841,4267,4.0417
22972,Green Zone,2010-03-11,2010,Spring,War|Action|Adventure|Drama|Thriller,Action,100000000,94882889,144335625.8596974,136949812.0,0.9488288922730911,Flop,High,A-list,Matt Damon,Matt Damon|Greg Kinnear|Brendan Gleeson|Amy Ryan|Khalid Abdalla,1892|17141|2039|39388|53480,115,6.488,2351,3.8531
6589,Underdog,2007-08-03,2007,Summer,Family|Action|Adventure|Comedy|Fantasy|Science Fiction,Comedy,25000000,65270477,37963820.54992764,99116667.0,2.6108190789082455,Hit,Low,Emerging,Jason Lee,Jason Lee|Peter Dinklage|Jim Belushi|Patrick Warburton|Alex Neuberger,11662|22970|26485|9657|50586,82,5.543,752,2.9695
14784,The Fall,2006-09-09,2006,Other,Adventure|Fantasy|Drama,Action,30000000,3984390,46844642.85714286,6221578.0,0.13281300956810124,Flop,Mid,Established,Lee Pace,Lee Pace|Justine Waddell|Daniel Caltagirone|Leo Bill|Sean Gilder,72095|42705|19875|29237|77292,117,7.6,1508,5.873
80321,Madagascar 3: Europe's Most Wanted,2012-06-06,2012,Summer,Animation|Family|Comedy|Adventure,Comedy,145000000,746921274,198804094.07665506,1024075912.0,5.151181200549803,Blockbuster,High,Established,Ben Stiller,Ben Stiller|Chris Rock|David Schwimmer|Jada Pinkett Smith|Frances McDormand,7399|2632|14409|9575|3910,93,6.6,6516,8.5734
588228,The Tomorrow War,2021-09-03,2021,Other,Action|Science Fiction|Adventure,Action,200000000,14400000,232347492.3423257,16729019.0,0.07199999806906696,Flop,Mega,Established,Chris Pratt,Chris Pratt|Yvonne Strahovski|J.K. Simmons|Betty Gilpin|Sam Richardson,73457|63312|18999|92572|1429453,138,7.469,4042,12.5098
227783,The Nut Job,2014-01-17,2014,Other,Animation|Comedy|Family|Adventure,Comedy,42000000,120885527,55857338.403041825,160770090.0,2.8782268292118434,Hit,Mid,Emerging,Will Arnett,Will Arnett|Brendan Fraser|Liam Neeson|Katherine Heigl|Stephen Lang,21200|18269|3896|25541|32747,85,5.861,1024,2.6061
342473,Ballerina,2016-12-14,2016,Holiday,Animation|Adventure|Comedy|Family,Comedy,30000000,109573511,39349500.0,143722096.0,3.6524503742106,Hit,Low,A-list,Elle Fanning,Elle Fanning|Dane DeHaan|Nat Wolff|Carly Rae Jepsen|Maddie Ziegler,18050|122889|232006|1239482|1483976,89,7.202,1978,6.4122
96721,Rush,2013-09-02,2013,Other,Drama|Action,Drama,38000000,90200000,51340120.17167382,121865233.0,2.373684217966389,Break-even,Mid,A-list,Chris Hemsworth,Chris Hemsworth|Daniel Brühl|Olivia Wilde|Alexandra Maria Lara|Pierfrancesco Favino,74568|3872|59315|5644|17839,123,7.735,7759,7.0932
96724,Anna Karenina,2012-09-06,2012,Other,Drama|Romance|History,Drama,40600000,68929150,55665146.34146342,94506188.0,1.697762320075048,Break-even,Mid,Established,Keira Knightley,Keira Knightley|Jude Law|Aaron Taylor-Johnson|Matthew Macfadyen|Eric MacLennan,116|9642|27428|15576|29412,129,6.706,2393,3.7861
6615,Lars and the Real Girl,2007-10-12,2007,Other,Comedy|Drama|Romance,Comedy,12000000,11293663,18222633.863965265,17150024.0,0.9411385932476907,Flop,Low,A-list,Ryan Gosling,Ryan Gosling|Emily Mortimer|Paul Schneider|R.D. Reid|Kelli Garner,30614|1246|15684|44183|17442,107,7.2,2045,3.6358
301528,Toy Story 4,2019-06-19,2019,Summer,Family|Comedy|Animation|Adventure,Comedy,175000000,1073841394,215445052.7962456,1322021805.0,6.136236538465727,Blockbuster,Mega,A-list,Tom Hanks,Tom Hanks|Tim Allen|Annie Potts|Tony Hale|Keegan-Michael Key,31|12898|8873|25147|298410,100,7.466,10448,10.6178
375262,The Favourite,2018-11-23,2018,Holiday,History|Comedy|Drama,Drama,15000000,95918706,18805017.921146955,120250199.0,6.394580398925018,Blockbuster,Low,A-list,Emma Stone,Emma Stone|Olivia Colman|Rachel Weisz|Nicholas Hoult|Joe Alwyn,54693|39187|3293|3292|1496392,120,7.492,5882,5.4647
1374686,Light of the World,2025-09-04,2025,Other,Animation|Fantasy|Drama|Music,Comedy,20000000,2595702,19730241.30366656,2560691.0,0.12978508273612116,Flop,Low,Emerging,Ian Hanlin,Ian Hanlin|Benjamin Jacobson|Vincent Tong|Michael Benyaer|David A. Kaye,1599433|3139308|1240645|27588|1048574,84,8.4,35,4.4412
1071585,M3GAN 2.0,2025-06-25,2025,Summer,Action|Science Fiction|Thriller,Action,15000000,39085942,14797680.977749921,38558753.0,2.6057294421996042,Hit,Low,Rising,Allison Williams,Allison Williams|Amie Donald|Violet McGraw|Jenna Davis|Brian Jordan Alvarez,1255540|3444018|2131391|2043430|1071699,120,7.228,1260,15.2779
55779,Final Destination 5,2011-08-12,2011,Summer,Horror|Mystery,Horror,40000000,157887643,55988617.16318364,220997770.0,3.947191075569575,Hit,Mid,Emerging,Nicholas D'Agosto,Nicholas D'Agosto|Emma Bell|Miles Fisher|Ellen Wroe|Jacqueline MacInnes Wood,37059|131820|1223185|223124|103389,91,6.2,4041,6.2401
530915,1917,2019-12-25,2019,Holiday,War|History|Drama,Action,100000000,446064352,123111458.74071178,549156331.0,4.460643522684532,Hit,High,Emerging,George MacKay,George MacKay|Dean-Charles Chapman|Mark Strong|Andrew Scott|Richard Madden,146750|1332971|2983|125660|512991,119,7.987,13434,9.5092
55787,Water for Elephants,2011-04-15,2011,Spring,Drama|Romance,Drama,38000000,117094902,53189186.30502445,163899541.0,3.08144478954959,Hit,Mid,Established,Robert Pattinson,Robert Pattinson|Reese Witherspoon|Christoph Waltz|Paul Schneider|Jim Norton,11288|368|27319|15684|14950,122,6.933,2603,2.6628
6637,National Treasure: Book of Secrets,2007-12-19,2007,Holiday,Action|Adventure|Mystery|Thriller,Action,130000000,459200000,197411866.85962373,697319456.0,3.532307693011445,Hit,High,A-list,Nicolas Cage,Nicolas Cage|Diane Kruger|Justin Bartha|Ed Harris|Jon Voight,2963|9824|21180|228|10127,124,6.372,5497,4.8008
6639,Love in the Time of Cholera,2007-10-04,2007,Other,Drama|Romance,Drama,45000000,4607608,68334876.98986974,6996896.0,0.10239128697103311,Flop,Mid,Established,Javier Bardem,Javier Bardem|Giovanna Mezzogiorno|Benjamin Bratt|John Leguizamo|Fernanda Montenegro,3810|105685|4589|5723|10055,139,6.641,403,2.1602
23023,Tooth Fairy,2010-01-14,2010,Other,Comedy|Family|Fantasy,Comedy,48000000,112462508,69281100.41265474,162323465.0,2.342968919852063,Break-even,Mid,A-list,Dwayne Johnson,Dwayne Johnson|Stephen Merchant|Ashley Judd|Julie Andrews|Ryan Sheckler,18918|39189|15852|5823|116131,101,5.477,2091,3.0043
14836,Coraline,2009-02-05,2009,Other,Animation|Family|Fantasy,Comedy,60000000,185860104,88054825.17482518,272764649.0,3.097668395325862,Hit,Mid,A-list,Dakota Fanning,Dakota Fanning|Teri Hatcher|Jennifer Saunders|Dawn French|Keith David,501|10742|12094|5539|65827,100,7.9,8866,26.9201
14844,Chasing Liberty,2004-01-09,2004,Other,Comedy|Romance,Comedy,23000000,12195626,38328787.71836951,20323633.0,0.5302446075084098,Flop,Low,Emerging,Mandy Moore,Mandy Moore|Matthew Goode|Stark Sands|Caroline Goodall|Jeremy Piven,16855|1247|33532|6692|12799,111,6.227,647,2.17
72190,World War Z,2013-06-19,2013,Summer,Action|Horror|Science Fiction|Thriller,Action,200000000,531865000,270211158.7982833,718579290.0,2.659325000476499,Hit,Mega,A-list,Brad Pitt,Brad Pitt|Mireille Enos|Daniella Kertesz|James Badge Dale|Ludi Boeken,287|175826|1180907|18473|119297,116,6.825,16397,17.3523
72197,The Pirates! In an Adventure with Scientists!,2012-03-12,2012,Spring,Animation|Adventure|Family|Comedy,Comedy,60000000,123054041,82263763.06620209,168714808.0,2.050900684718569,Break-even,Mid,Rising,Hugh Grant,Hugh Grant|Martin Freeman|Imelda Staunton|David Tennant|Jeremy Piven,3291|7060|11356|20049|12799,88,6.518,1197,2.9426
23047,Season of the Witch,2011-01-07,2011,Other,Adventure|Fantasy|Action,Action,40000000,91627228,55988617.16318364,128252045.0,2.290680704368861,Break-even,Mid,A-list,Nicolas Cage,Nicolas Cage|Ron Perlman|Ulrich Thomsen|Christopher Lee|Fernanda Dorogi,2963|2372|4455|113|143548,95,5.523,2625,3.7287
23048,Hot Tub Time Machine,2010-03-26,2010,Spring,Science Fiction|Comedy|Adventure,Sci-Fi,36000000,64780213,51960825.30949106,93500926.0,1.799450363674676,Break-even,Mid,Rising,John Cusack,John Cusack|Craig Robinson|Rob Corddry|Clark Duke|Sebastian Stan,3036|64342|52997|54729|60898,101,6.043,2716,4.2043
383498,Deadpool 2,2018-05-15,2018,Spring,Action|Comedy|Adventure,Action,110000000,785896632,137903464.75507766,985253350.0,7.144514836881374,Blockbuster,High,Established,Ryan Reynolds,Ryan Reynolds|Josh Brolin|Morena Baccarin|Julian Dennison|Zazie Beetz,10859|16851|54882|1139349|1545693,120,7.49,19098,12.671
940551,Migration,2023-12-06,2023,Holiday,Family|Comedy|Adventure|Animation,Comedy,72000000,298776052,74385176.33622359,308673740.0,4.149667382715932,Hit,Mid,Rising,Kumail Nanjiani,Kumail Nanjiani|Elizabeth Banks|Caspar Jennings|Tresi Gazal|Awkwafina,466505|9281|1736671|4031156|1625558,83,7.35,2214,11.158
760329,The Smashing Machine,2025-10-01,2025,Other,Drama|History,Drama,50000000,21133481,49325603.259166405,20848434.0,0.4226696202874242,Flop,Mid,A-list,Dwayne Johnson,Dwayne Johnson|Emily Blunt|Ryan Bader|Bas Rutten|Oleksandr Usyk,18918|5081|83427|89402|3147756,123,6.478,538,7.0429
72207,The Five-Year Engagement,2012-04-27,2012,Spring,Comedy|Romance,Comedy,30000000,54169363,41131881.533101045,74269594.0,1.8056454320046422,Break-even,Mid,Rising,Jason Segel,Jason Segel|Emily Blunt|Rhys Ifans|Chris Pratt|Alison Brie,41088|5081|7026|73457|88029,124,5.9,1400,2.5545
604685,Den of Thieves 2: Pantera,2025-01-08,2025,Other,Action|Crime|Thriller,Action,40000000,58371508,39460482.60733312,57584197.0,1.4592877024088617,Break-even,Low,Established,Gerard Butler,Gerard Butler|O'Shea Jackson Jr.|Evin Ahmad|Salvatore Esposito|Meadow Williams,17276|1371398|93336|1343865|956385,144,6.608,769,6.0761
14869,G.I. Joe: The Rise of Cobra,2009-08-03,2009,Summer,Adventure|Action|Thriller|Science Fiction,Action,175000000,302500000,256826573.42657343,443943077.0,1.7285714288709422,Break-even,Mega,Emerging,Adewale Akinnuoye-Agbaje,Adewale Akinnuoye-Agbaje|Christopher Eccleston|Lee Byung-hun|Joseph Gordon-Levitt|Sienna Miller,31164|2040|25002|24045|23459,118,5.783,4876,5.5897
14873,The Jungle Book 2,2003-02-07,2003,Other,Family|Animation|Adventure,Comedy,20000000,135700000,34216956.52173913,232162050.0,6.784999999999999,Blockbuster,Low,Rising,Haley Joel Osment,Haley Joel Osment|John Goodman|Mae Whitman|Connor Funk|Bob Joles,9640|1230|52404|945115|179702,72,5.903,1190,3.3072
39451,Little Fockers,2010-12-21,2010,Holiday,Comedy|Romance,Comedy,100000000,310650585,144335625.8596974,448379466.0,3.106505849330995,Hit,High,A-list,Robert De Niro,Robert De Niro|Ben Stiller|Owen Wilson|Dustin Hoffman|Barbra Streisand,380|7399|887|4483|10400,98,5.654,3423,5.7773
391713,Lady Bird,2017-09-01,2017,Other,Drama|Comedy,Drama,10000000,79000000,12843574.051407589,101464235.0,7.899999999523501,Blockbuster,Low,Established,Saoirse Ronan,Saoirse Ronan|Laurie Metcalf|Tracy Letts|Lucas Hedges|Timothée Chalamet,36592|12133|72638|1105079|1190668,94,7.25,8973,5.4249
55846,Blitz,2011-05-20,2011,Spring,Crime|Action|Thriller,Horror,15774948,15800000,22080438.108528234,22115504.0,1.0015880976319136,Break-even,Low,A-list,Jason Statham,Jason Statham|Paddy Considine|Aidan Gillen|Zawe Ashton|Luke Evans,976|14887|49735|118034|114019,97,6.179,1786,5.1538
23082,The Invention of Lying,2009-10-02,2009,Other,Comedy|Fantasy|Romance,Comedy,18500000,32400000,27150237.76223776,47549606.0,1.7513513662902411,Break-even,Low,Rising,Ricky Gervais,Ricky Gervais|Jennifer Garner|Louis C.K.|Rob Lowe|Jonah Hill,17835|9278|52849|2879|21007,100,6.208,2297,2.371
244267,I Origins,2014-07-18,2014,Summer,Science Fiction|Drama,Sci-Fi,1000000,481234,1329936.6286438531,640011.0,0.4812342078679525,Flop,Micro,Emerging,Michael Pitt,Michael Pitt|Brit Marling|Àstrid Bergès-Frisbey|Steven Yeun|Archie Panjabi,10692|222330|469759|215055|128645,106,7.6,3433,2.6841
481848,The Call of the Wild,2020-02-19,2020,Other,Adventure|Family|Drama,Action,109000000,111200000,132584095.82689334,135260105.0,1.0201834854807967,Break-even,High,Established,Harrison Ford,Harrison Ford|Dan Stevens|Colin Woodell|Karen Gillan|Omar Sy,3|221018|1660946|543261|78423,100,7.522,3918,4.0623
39486,Secretariat,2010-08-20,2010,Summer,Drama,Drama,35000000,60300000,50517469.05089409,87034382.0,1.7228571350697865,Break-even,Mid,Established,Diane Lane,Diane Lane|John Malkovich|Scott Glenn|Dylan Walsh|Fred Thompson,2882|6949|349|21043|17874,123,7.409,632,4.3947
14926,Uptown Girls,2003-08-15,2003,Summer,Comedy|Drama,Comedy,20000000,44617342,34216956.52173913,76333483.0,2.2308671126697925,Break-even,Low,Rising,Brittany Murphy,Brittany Murphy|Dakota Fanning|Marley Shelton|Donald Faison|Jesse Spencer,328|501|6407|49002|41422,92,6.927,1105,3.811
1025491,Freud's Last Session,2023-12-22,2023,Holiday,Drama,Drama,10000000,1697993,10331274.491142165,1754243.0,0.16979928289622487,Flop,Low,Established,Anthony Hopkins,Anthony Hopkins|Matthew Goode|Liv Lisa Fries|Jodi Balfour|Jeremy Northam,4173|1247|583333|139901|18325,109,6.626,171,2.8496
670292,The Creator,2023-09-27,2023,Other,Science Fiction|Action|Adventure,Sci-Fi,80000000,104272136,82650195.92913732,107726406.0,1.3034017014595167,Break-even,Mid,Rising,John David Washington,John David Washington|Madeleine Yuna Voyles|Gemma Chan|Allison Janney|Ken Watanabe,1117313|4068148|97576|19|3899,134,7.0,3760,11.1074
39513,Paul,2011-02-14,2011,Other,Adventure|Comedy|Science Fiction,Action,40000000,98000000,55988617.16318364,137172112.0,2.4499999991105352,Break-even,Mid,Rising,Simon Pegg,Simon Pegg|Nick Frost|Seth Rogen|Jason Bateman|Kristen Wiig,11108|11109|19274|23532|41091,104,6.735,6212,6.8999
39514,RED,2010-10-13,2010,Other,Action|Adventure|Comedy|Crime|Thriller,Action,58000000,199006387,83714662.99862449,287237114.0,3.4311446013313054,Hit,Mid,Established,Bruce Willis,Bruce Willis|John Malkovich|Morgan Freeman|Helen Mirren|Mary-Louise Parker,62|6949|192|15735|18248,111,6.706,7103,6.4567
